,title,author,publisher,publistDate,ISBN,pages,genre,description,book_img_url
59,오십에 읽는 주역,강기진,유노북스,2023년 10월 31일,272쪽 | 426g | 142*210*17mm,양장,인문,"과거를 바꿔야 미래가 바뀐다!팔자, 운세, 인생을 바꾸는 3,000년의 지혜오십 이후 대운을 부르는 최고의 경전 『주역』 25수운이 좋아지고 싶은가? 팔자를 펴고 싶은가? 인생을 바꾸고 싶은가?“과거를 바꿔야 미래가 바뀐다!”최고의 경전 『주역』은 사람의 나이 ‘오십’을 인생에서 가장 중요한 나이라고 전한다. “양 기운이 다섯에 이르니, 용이 비로소 하늘에 오를 때[九五 飛龍在天(구오 비룡재천)]” 오십 이전은 땅 위를 기어다니는 삶을 살고 오십 이후는 하늘을 훨훨 날아다니는 용의 삶을 산다는 것이다.오십 이후 대운을 맞이하려면 『주역』의 조언을 따르라. 바로 자신의 과거를 바꾸는 것이다. 이십 대는 미숙하게 보내고 삼사십 대는 치열하게 보냈다. 인생의 경험과 안목이 쌓인 오십부터는 운과 팔자에 치이지 않고 살 수 있으며, 그래서 과거를 바꿀 수 있다.그렇다면 어떻게 과거를 바꿀 수 있을까? 오늘 나의 마음이 바뀌면 된다. 나의 마음이 바뀌면 나의 행동이 바뀌고 과거가 바뀌고 미래가 바뀐다. 궁극적으로 ‘세상의 모든 것이 오직 나의 마음에 달려 있다’는 『주역』은 진리를 깨달으면 오십 이후 대운을 부르고 인생 전체를 바꿀 수 있다. 『오십에 읽는 주역』은 한평생 『주역』에 천착해 온 우리나라 최고의 역학자이자 이 책의 저자 강기진이 ‘대한민국의 희망’인 우리 시대의 오십 대에게 특히 필요한 25수를 담은 책이다. 이 책을 통해 운이 좋아지는 법부터 팔자가 꼬이는 것을 피하는 법과 대운이 트이는 법, 인생이 평탄해지는 법까지 오십 이후 인생에서의 중요한 지혜들을 깨닫고 필요한 조언들을 얻을 수 있을 것이다.지금부터 운과 팔자에 치이며 살아온 오십 이전의 삶을 바꿔라. 그럼 나아갈 길을 분명해질 것이다. 인생의 황금기를 누려야 할 이때 반드시 『주역』이 필요하다. 이 책이 인간의 삶과 이 세상에 대한 지혜, 자기 마음속의 보석과 나아가고자 하는 방향을 깨닫게 해 주고, 인생의 대운을 부를 것이다.                                ",123126171.jpg
60,세계를 건너 너에게 갈게,이꽃님,문학동네,2018년 02월 09일,9788954650212,224,청소년,"두 사람의 진심이 하나의 진실을 향해 가는 동안 쌓아 올린 먹먹한 감동이꽃님 작가의 장편소설 『세계를 건너 너에게 갈게』“나에게. 아빠가 쓰라고 해서 쓰는 거야.” 첫 문장으로 시작한 편지가 “세계를 건너 너에게 갈게.”라는 마지막 문장에 닿기까지, 두 사람의 진심이 하나의 진실을 향해 가는 동안 쌓아올린 감동은 많은 독자들에게 울음을 울게 만들었다. ‘은유’라는 똑같은 이름을 가진 두 사람이 시공간을 초월해 편지를 주고받으며 펼쳐지는 이 코끝 찡한 이야기는 드라마와 영화로 제작 중이며, 현재 일본, 대만, 태국, 러시아에 판권이 수출되었다. 멈출 수 없는 이야기, 눈치챘음에도, 그럼에도 불구하고 엉엉 울고 만 결말, 소중한 시간을 놓치고 있는 당신에게 권하는 책, 내 곁의 존재를 어루만져 보게 한 책…… 등 ‘감동’과 ‘눈물’이 언급되는 평이 압도적으로 많은 이 책은 청소년을 넘어 초등학생부터 성인까지 단숨에 몰입시키며 폭 넓은 지지와 공감을 끌어내었다. 또래 친구에게 추천하는 책, 자녀에게 추천하는 책, 부모에게 권하는 책, 최애작으로 독자들이 손꼽는 이유는 여타 수식을 제거하고 ‘재미있고 감동적이며 위로받았다’는 것. 평범한 우리 일상을, 우리 자신을 기적이라 여기게 되는 힘을, 먼 거리에 놓여 다가설 수 없을 것만 같은 서로를 좀 더 이해해 보려는 힘을 이 책 안에서 발견하게 되어서가 아닐까.                                ",58552371.jpg
61,AI 2024,김덕진,스마트북스,2023년 10월 25일,9791190238977,416,경제 경영,"2024년,
AI의 대전환을 미리 준비하는 
최고급 코스!

네이버, 구글, MS, 오픈AI 등 빅테크 기업들의 최신 전략 분석과 
2024년 산업 트렌드 예측

AI와 함께하는 글, 그림, 영상, 업무활용 AI 도구 70여 개 사용법 모음까지!

절대 놓쳐서는 안 될 2024년 AI 트렌드와 활용법. 10여 년 동안 IT 트렌드의 최전선에서 대중들과 함께 호흡해온 김덕진 IT커뮤니케이션연구소장이 네이버, 구글, MS, 오픈AI 등 빅테크 기업들의 최신 전략을 분석하고, 2024년 산업 트렌드를 예측한다. 또한 2023년 다양한 강의현장에서 만난 1만 명 사용자들의 요구를 감안하여, 우리 삶과 일에서 활용도가 높은 AI 도구 70여 개를 뽑아 사용법을 설명한다. 일잘러 직장인을 위한 비즈니스용 AI 도구부터 1인 기업가를 위한 맞춤형 AI 도구, ‘챗봇 네이티브’가 될 아이와 함께할 수 있는 AI 도구까지. 
『AI 2024_트렌드&활용백과』로 2024년 AI 트렌드를 읽고, 책에 수록된 AI 도구 70여 개에서 내게 맞는 것을 뽑아 맞춤형 워크플로를 만들고 AI 생활을 즐겨보자. 생성형 AI 트렌드부터 비즈니스 활용, 프롬프트 엔지니어링, 창작까지 한 권으로 끝! 

                                                ",122880691.jpg
62,사피엔스 : 그래픽 히스토리 Vol.1,유발 하라리,김영사,2020년 11월 23일,9788934991328,248,인문,"쉽고 재밌는 또 다른 『사피엔스』의 탄생!
전 세계 1600만 부, 국내 100만 부 베스트셀러를 ‘그래픽 히스토리’로 만나다

‘그래픽 히스토리’로 돌아온 『사피엔스』의 빅 퀘스천 1탄: 인류의 탄생
흥미롭고 기발한 만화적 상상력으로 재미와 이해도를 높인 『사피엔스』

2015년 11월 출간 이후 하라리 열풍을 일으킨 『사피엔스』가 ‘그래픽 히스토리’로 돌아왔다. 2020년부터 1년마다 순차적으로 출간되는 『사피엔스: 그래픽 히스토리』 시리즈는 교양 논픽션인 원작의 핵심이 기발한 각색과 세련된 그림을 통해 흡인력 강한 스토리텔링으로 재탄생한 그래픽노블의 걸작이다. 그중 첫 권은 원작의 ‘1부 인지혁명’을 다룬다. 인류 진화의 여정이 리얼리티 TV쇼로 생중계되고, ‘픽션’ 박사가 문명의 토대가 된 ‘허구’의 가공할 힘을 설명한다. 역사학, 생물학, 인류학 등의 학문적 내용을 짜임새 있게 시각화해 전문지식을 이해하기 쉽게 전달하고, 역사적 인물과 사건, 다양한 예술작품이 곳곳에 위트 있게 등장해 읽는 재미를 더한다. 역사학자 유발과 조카 조이가 만나면서 시작한 이야기가 사피엔스를 피고로 세운 법정의 충격적인 장면에서 끝날 때까지, 새롭고 생생한 스토리텔링으로 인류 문명사의 핵심을 정리한다.

                                                ",95721612.jpg
63,데일 카네기 자기관리론,데일 카네기,현대지성,2021년 01월 13일,9791191280333,424,자기계발,"『인간관계론』과 짝을 이루는 데일 카네기 최고의 역작걱정이 내 인생을 망치기 전에 반드시 읽어야 할 책!워런 버핏이 직접 적용한, 걱정 없는 인생의 핵심 원리 세계 최초의 ‘걱정 극복 실험실’에서 탄생한 마법의 공식 수록!현대지성에서는 출간 즉시 베스트셀러가 된 『데일 카네기 인간관계론』에 이어 저자의 또 다른 역작 『데일 카네기 자기관리론』을 펴냈다. 이 책은 국내에서 유일하게 1948년 초판의 10부까지 고스란히 담은 ‘오리지널’ 초판 완역본이다. 벼락을 맞아도 끄떡없고, 숱한 폭풍우를 꿋꿋이 견뎌낸 아름드리 고목이 사람의 손가락 마디만 한 딱정벌레의 공격을 받아 맥없이 쓰러진다. 사자도 함부로 덤비지 못할 만큼 전투력이 강한 코끼리가 꿀벌의 가느다란 침에 속수무책으로 당한다. 우리 인생도 다르지 않다. “개미구멍 하나가 큰 제방 둑을 무너뜨린다”라는 속담처럼 사소한 걱정에 쉽게 마음을 내주어 인생을 망치는 사람이 수두룩하다. 걱정은 내일의 슬픔을 덜어주지 않고 도리어 오늘 살아갈 힘을 앗아가기에, 걱정이 인생을 좀먹도록 내버려둔다면 언젠가 큰 대가를 치르게 된다.베스트셀러 『인간관계론』 저자인 데일 카네기는 성인들에게 화술과 인간관계를 가르치는 동안 ‘걱정’이 모든 인생 문제의 주원인이자 자기관리의 핵심 요소임을 깨달았다. 그래서 ‘걱정을 멈추고 새로운 인생을 사는 법’을 교육하기로 마음먹었다. 하지만 문제가 생겼다. 교과서로 삼기에 적합한 책을 찾을 수 없었던 것이다. 결국 직접 쓸 수밖에 없었다. 이것이 또 한 권의 세계적인 베스트셀러가 탄생하게 된 배경이다.  그는 동서고금의 온갖 자료를 샅샅이 훑으면서 각 분야의 전문가에게 조언을 들었다. 뿐만 아니라 170여 개 도시에서 열린 강좌를 ‘걱정 극복 실험실’로 삼아 수많은 사례를 수집하고 분석한 끝에 ‘마법의 공식’을 도출했다. 준비 기간 포함 7년에 걸쳐 집필한 이 책에는 걱정을 떨쳐내게 해줄 모든 지혜가 간결하고도 명확하게 담겨 있다. 또한 각계각층의 명사들 및 평범한 이웃들의 생생한 사례와 함께 당장 적용할 수 있는 구체적인 해결책을 제시했다. 모두 그가 활동하던 20세기 초부터 한 세기에 걸쳐 효과가 입증된 방법들이다. 걱정 없이 살게 해줄 가장 적실하고 효과적인 실행법을 수록한 이 책은 카네기의 또 다른 역작 『인간관계론』과 함께 자기계발서의 원전(原典)으로 손꼽힌다. 지금의 나를 넘어 보다 행복한 인생을 꿈꾼다면, 핵심을 콕콕 집어 전달하면서 무기력한 일상을 깨우고 변화의 길로 이끄는 카네기의 조언에 귀를 기울여보자. “나는 데일 카네기에게 인생에서 가장 중요한 것을 배웠다.” _워런 버핏                                ",96794060.jpg
64,키위엔 영어회화 하루 5분의 기적,박강준,키위엔,2022년 12월 05일,9791198002907,300,국어 외국어 사...,"‘더 이상 어려운 문법과 단어를 외우지 않아도 영어가 되게 해주는 책!’


영어는 스피킹, 리스닝, 라이팅 이 세 가지가 모두 되어야 합니다. 그리고 이 세 가지가 되기 위해서는 문장화 능력을 키우는 것이 가장 선행되어야 하죠. 영어로 말을 하려고 해도 문장으로 해야 하고 리스닝을 하려 해도 상대방이 말하는 문장을 들을 수 있어야 하며 글을 쓸 때도 문장으로 써야 하기 때문입니다. 『키위엔 영어회화 하루 5분의 기적』은 영어의 어순과 문장의 구조를 쉽게 이해시켜 드리며, 그로 인해 더 이상 문장을 통째로 외우지 않더라도 스스로 원하는 문장을 만들어 자유롭게 말할 수 있게 해 드립니다. 이 책의 마지막 페이지를 넘겼을 때 여러분의 영어가 어느새 중급이 되어 있는 놀라운 경험을 해 보시길 바랍니다.



                                                ",115475489.jpg
65,해커스 보카 Hackers Vocabulary,David Cho,해커스어학연구소,2023년 07월 10일,9788965421030,336,국어 외국어 사...,"『Hackers Vocabulary』 개정판은 최신 토플 경향에 더욱 강해졌다. 토플 시험의 최신 출제 경향을 철저히 분석하여 빈출 순서에 따라 표제어를 수록했다. 표제어와 함께 기출동의어, 출제가 예상되는 중요동의어, 혼동되는 단어, 문맥상으로 파악해야 하는 동의어 등 토플 시험의 허를 찌르는 최신출제 포인트까지 담았다. 또한, 토플 전 영역에서 자주 출제되는 어휘를 토픽별로 모아 토픽별 빈출 어휘 Book을 별책으로 제공한다.  

■ 무료 자료 제공
1. 해커스 보카 암기어플
2. 단어 시험지 생성 프로그램(goHackers.com)

■ 별매 정보
교재 MP3 별매(HackersIngang.com)

                                                ",18410503.jpg
66,타이탄의 도구들 (블랙 에디션),팀 페리스,토네이도,2022년 06월 22일,9791158510619,367,자기계발,"자청, 월급쟁이부자들TV, 면접왕 이형, 클래씨TV, 단희TV ...
셀럽, CEO 등 수백만 독자가 사랑한 자기계발 최장기 스테디셀러

“세계 최고들은 1등이 아니다.
그들은 1등과 싸워 이긴 사람들이다!”
 전 세계 밀리언셀러 《타이탄의 도구들》 리커버 ‘블랙 에디션’ 출간!
알랭 드 보통, 세스 고딘, 말콤 글래드웰, 파울로 코엘료, 피터 틸, 에드 캣멀…
폭발적인 아이디어, 디테일한 목표, 강력한 실천으로
인생에서 가장 큰 터닝 포인트를 만들어낸 사람들

2017년 출간 즉시 아마존과 [뉴욕 타임스] 베스트셀러 차트 1위를 동시에 석권하며, 국내 독자들에게도 큰 사랑을 받은 《타이탄의 도구들》이 6년 연속 최고의 베스트셀러를 기념한 리커버 블랙 에디션으로 다시 우리를 찾아왔다. 출간 전부터 전 세계 독자들의 뜨거운 지지와 관심을 받았던 이 책에는 알랭 드 보통, 세스 고딘, 말콤 글래드웰, 파울로 코엘료, 피터 틸, 에드 캣멀 등등 이 시대 가장 성공한 인물들의 생생한 목소리가 담겨 있다. 세계적인 석학과 작가부터 최고의 혁신기업을 세운 창업가와 CEO, 크리에이티브 디렉터, 협상가, 슈퍼리치, 아티스트, 전문직 종사자까지 자기 분야에서 정상에 오른 사람들의 독창적인 성공 노하우가 낱낱이 담겨 있다.

이 책의 저자 팀 페리스는 지난 3년간 자신의 팟캐스트 방송의 수백만 청취자와 함께 뽑은 ‘세상에서 가장 성공한 사람 200명’을 직접 만나, 그들의 삶을 집중 추적했다. 그들과 벌였던 심층 인터뷰와 열띤 토론, 그리고 그들이 직접 공개한 성공 비결들을 자신의 일상에 직접 적용해 탁월한 성과를 창출했던 경험을 망라해 이 한 권의 책에 담았다. 반응은 폭발적이었다. 그의 팟캐스트 방송은 아이튠스 비즈니스 분야 최초로 다운로드 수 1억 회를 돌파했고, 2016년 12월에 출간된 이 책은 3개월 만에 약 50만 부가 팔리는 대형 베스트셀러 반열에 올랐다. 

‘폭발적인 아이디어, 창조적인 습관과 디테일한 전략, 강력한 실행력’을 갖춘 그들을 팀 페리스는 거인이라는 뜻의 ‘타이탄(titan)’이라 명명했고, 이 책에 담긴 그들의 압도적인 성공은 우리가 어떤 목표에 어떤 방법으로 접근해야 할지에 대한 가장 지혜로운 길라잡이가 되어준다. 따라서 이 책의 독자들은 자기 삶의 가장 큰 터닝포인트와 혁신을 만들어낼 수 있는 놀라운 계획들을 만나게 될 것이다. 자신의 가장 큰 가능성을 통해 또 한 명의 ‘타이탄’으로 성장할 수 있는 기회와 힘을 선물받게 될 것이다.

                                                ",37533966.jpg
67,지적 대화를 위한 넓고 얕은 지식 1,채사장,웨일북,2020년 02월 01일,9791190313186,388,인문,"“타인과 지적 대화를 하기 위해서 반드시 깔려 있어야 하는 가장 기본 지식”  우리 시대 대표 인문 교양서 [지대넓얕] 첫 개정증보판수백만 독자가 읽고 열광하고, 수년간 인문학 필수 도서로 자리 잡은 대표 인문학 시리즈가 옷을 갈아입고 돌아왔다 어렵고 딱딱하던 인문학 분야 판도를 뒤바꾼 책. 출간 즉시 베스트셀러에 오르는 것을 시작으로, 200만 부 누적 판매를 돌파해 더블 밀리언셀러를 기록하며, 장장 5년간 스테디셀러의 자리에서 꿈쩍도 하지 않은 책. 발음하기도 낯설고 어려운 ‘지대넓얕’이라는 말을 유행시키고, 유사 콘셉트의 TV 프로그램까지 탄생시킨 책, 기초 상식에 목말라 있던 보통 사람들이 거리낌 없이 토론하게 하고 뉴스를 주체적으로 보게 하고 선거에서 주관을 갖게 한 책, 80대 독자가 독학을 시작하고 중학생 독자가 인문학을 읽게 하고 직장인들이 독서 모임을 갖게 하는 등 세대 불문 남녀노소 읽을 수 있도록 쉽고 재미있게 쓰였다고 평가받는 책. 이 모든 것이 『지적 대화를 위한 넓고 얕은 지식』에 대한 설명이다. 신간 [제로] 편에 이어, 출간 5년 만에 처음으로 개정증보판이 나왔다. 거칠고 부족했던 부분은 부드럽게 매만지고 채워 넣었다. 낡은 이야기는 시대에 맞게 바꿨다. 작가 채사장이 출간 후 많은 독자와 만나 나누었던 이야기들은 책을 개정하는 데 도움이 되었다. 꼼꼼하게 수선된 개정판을 읽는 순간, 왜 지난 5년간 이 책의 아성이 깨지지 않았는지 확인하게 될 것이다.                                 ",86545658.jpg
68,만화로 보는 3분 철학 2,김재훈,카시오페아,2021년 10월 27일,9791168270015,296,인문,"지금까지 이런 철학 만화는 없었다! 철학의 기초 개념을 잡는 가장 쉬운 책!만화로 3분이면 완벽하게 개념 잡는 서양철학사! 인문학과 철학의 중요성이 강조되는 시대에 정작 어디부터 공부하면 좋을지 몰라 막막해하는 사람들을 위한 책, 『만화로 보는 3분 철학』 시리즈의 두 번째 권, “중세˙근대편”이 카시오페아에서 출간되었다. 너무 많은 시간을 투자하지 않아도 단번에 철학의 기본 개념을 잡고자 하는 사람들을 위해 어려운 철학을 쉽게 풀어냈다. 만화라는 도구로 접근성은 낮추었지만, 지식의 깊이는 더했다. 2권에서는 신앙을 학문으로 정비했던 중세 철학자들과 긴 암흑의 시대를 지나 현대 사회의 밑바탕을 그려낸 연 근대 철학자들의 사상을 소개한다. 아우구스티누스, 토마스 아퀴나스, 데카르트, 스피노자, 라이프니츠, 흄, 칸트, 헤겔…. 이름은 한 번쯤 들어본 이들의 사상이 각각 어떻게 다르고 또 어떤 계보로 이어져 오고 있는지 한눈에 파악할 수 있다. 앞으로 나올 3권에서는 고대와 중세, 근대를 지나 바야흐로 지성의 열매를 맺은 현대 철학자들의 사상이 쉽고 재미있는 만화로 펼쳐진다.                                 ",104687898.jpg
69,도시와 그 불확실한 벽,무라카미 하루키,문학동네,2023년 09월 06일,9788954699075,768,소설/시/희곡,"첫 발표 이후 43년, 마음에 품어왔던 소설을 마침내 완성하다.
하루키적 상상력의 모든 것이 담긴 결정적 세계!

“이 작품에는 무언가 나에게 매우 중요한 요소가 포함되어 있다고,
처음부터 그렇게 느껴왔다.” _무라카미 하루키 

무라카미 하루키의 신작 장편소설 『도시와 그 불확실한 벽』의 한국어판이 9월 6일 출간된다. 이번 작품은 현지에서 2023년 4월 출간 당일 독자들의 행렬과 언론의 취재 열기로 주요 서점이 마비되었고, 2개월 만에 상반기 베스트셀러 1위에 오르며 저력을 과시했다. 그 신작의 전 세계 최초 번역본을 문학동네가 선보인다.

이번 신작은 집필과 발표에 얽힌 비하인드 스토리가 특별하다. 1979년 데뷔 이래, 무라카미 하루키는 각종 문예지에 소설을 비롯한 다양한 글을 발표했고, 대부분 책으로 엮어 공식 출간했다. 그중 유일하게 단행본으로 출간되지 않아 팬들 사이에서도 오랜 미스터리로 남은 작품이 문예지 [문학계]에 발표했던 중편소설 「도시와, 그 불확실한 벽」(1980)이었다. 하루키는 이 작품을 책으로 출간하지 않았지만 작가로서 줄곧 마음에 품고 있었다고 말한다.

코로나19로 인해 사람들 사이에 벽이 세워지기 시작한 2020년, 작가는 마침내 사십 년간 묻어두었던 작품을 새로 다듬어 완성할 수 있겠다고 생각한다. 그리고 삼 년간의 집필 끝에 총 3부 구성의 장편소설 『도시와 그 불확실한 벽』을 세상에 내놓았다. ‘하루키 신드롬’을 일으키며 전 세계 독자들의 사랑을 받고 있는 70대의 작가가 청년 시절에 그렸던 세계를 마침내 완성한 것이다. 거장 하루키가 43년간 견고히 구축해온 세계가 『도시와 그 불확실한 벽』 한 권에 고스란히 담겼다.

“내가 쓴 소설 가운데 책이 되어 나오지 않은 것은 거의 없을 텐데, 이 작품만은 일본에서도 다른 어느 나라에서도 아직 한 번도 출판되지 않았다. (…) 그사이 나는 서른한 살에서 일흔한 살이 되었다. (…) 어쨌거나 이 작품을 이렇게 다시 한번, 새로운 형태로 다듬어 쓸 수 있어서(혹은 완성할 수 있어서) 솔직히 마음이 무척 편안해졌다. 나에게 이 작품은 줄곧 목에 걸린 생선 가시처럼 신경쓰이는 존재였으므로. (…) 그것은 역시 나에게(나라는 작가에게, 나라는 인간에게) 중요한 의미를 지니는 가시였다. 사십 년 만에 새로 쓰면서 다시 한번 ‘그 도시’에 돌아가보고, 그 사실을 새삼 통감했다.”
_무라카미 하루키, 『도시와 그 불확실한 벽』 작가 후기에서





                                                ",122090075.jpg
70,손실 없는 투자원칙,남석관,모루,2023년 10월 30일,9791198207777,280,경제 경영,"‘전업투자자의 전설’로 불리는 남석관 신간!

전업투자 기간 23년을 포함하여 무려 37년간 주식투자를 해온 대한민국 전업투자자의 전설, 최상위 슈퍼개미 남석관 저자의 세 번째 책이다. 전편 《평생 부자로 사는 주식투자》가 주식투자 마인드를 잡아주는 데 중점을 두었다면, 신간 《손실 없는 투자원칙》은 주식시장에서 손실을 최소화하고 수익을 내는 방법, 저자의 주식투자 노하우에 초점을 맞추어 집필했다. 시장 상황이 호황이든 불황이든 상관없이 해마다 엄청난 수익을 거두며 모든 주식투자자의 롤모델이 된 저자는 저점매수/고점매도 조언, 중장기투자/단기투자 시 매매 대응법, 오랫동안 시장에서 경험하고 느낀 주식투자 이야기를 과장하거나 부풀림 없이 독자 여러분과 공유한다. 

                                                ",123153430.jpg
71,꽃을 보듯 너를 본다,나태주,지혜,2015년 06월 20일,184쪽 | 300g | 130*225*20mm,양장,소설/시/희곡,나태주 시집 『꽃을 보듯 너를 본다』. 이 시집은 시인 나태주의 시 가운데 인터넷의 블로그나 트위터에서 자주 오르내리는 시들만 모아 엮은 책이다.“이 시집은 나의 시 가운데에서 인터넷의 블로그나 트위터에 자주 오르내리는 시들만 모은 책입니다. 그러니까 나의 책이긴 하되 독자들의 의견을 충분히 들어서 만든 책이라 하겠습니다. 나는 한 사람 시인의 대표작을 시인 자신이 정하는 것이 아니라 독자들이 정하는 것이라고 믿는 사람입니다. 그만큼 독자의 힘은 크고 막강하다. 그런 의미에서 이 시집은 나에게 특별한 느낌을 주는 책입니다. 독자들이 고른 시들만 모은 책이니 독자들이 보다 많이 사랑해주었으면 좋겠다는 생각을 더불어 가져 봅니다. 말기의 이 행성인 지구에서 또다시 종이를 없애며 책을 내는 행위가 나무들한테 햇빛한테 미안한 생각이 듭니다. 잠시 다 같이의 안녕을 빕니다.”- 작가의 말 중에서                                ,24259730.jpg
72,홍학의 자리,정해연,엘릭시르,2021년 07월 26일,9788954681155,336,소설/시/희곡,"“이 행복이 영원할 거라고 생각한 적은 없었다.
그러나 이런 끝을 상상한 적도 없었다.”
예측 불가! 한국 미스터리 사상 전무후무한 반전! 

『홍학의 자리』는 10년 가까이 스릴러 장르에 매진하며 장편 단편 할 것 없이 독자들의 눈길을 사로잡는 작품을 발표한 정해연 작가의 신작이다. 프롤로그를 시작으로 총 21개의 챕터로 구성된 이 작품은 매 챕터마다 놀라운 전개를 보이며 다음 챕터를 읽지 않고서는 배기지 못할 만큼 탁월한 스토리텔링을 보여준다. 단순히 반전 하나만을 바라보고 치닫는 ‘반전 미스터리’가 아니다. 그 반전이 빛나는 것은 짜임새 있는 플롯과 완성도 높은 캐릭터가 모여 이야기의 재미를 한껏 끌어올렸기 때문이다. 이 작품의 반전은 충격적일 만큼 놀랍지만 반전을 빼고서도 작품의 매력은 가시지 않는다. 


                                                ",102791425.jpg
73,이은경쌤의 사자성어 속담 일력 365,이은경,포레스트북스,2023년 10월 28일,384쪽 | 524g | 126*178*30mm,스프링,가정 살림,"수천 년의 지혜와 고전의 진리를 품고 있는 네 글자“초등, 중등, 고등에서 자주 쓰는사자성어와 속담을 몽땅 담았습니다!”『이은경쌤의 초등영어회화 일력 365』 『이은경쌤의 초등어휘일력 365』로 학습 일력 붐을 일으킨 이은경쌤이 이번엔 10대를 위한 『이은경쌤의 사자성어 속담 일력 365』로 돌아왔다. 유튜브 누적 조회수 2,000만 뷰, 네이버카페와 유튜브 ‘슬기로운초등생활’ 26만 부모의 멘토이자 자녀교육 베스트셀러 저자인 이은경쌤의 이 책은 1월 1일부터 12월 31일까지 교과서에 자주 등장하고. 아이들이 일상에서도 활용해 쓸 수 있는 사자성어와 속담을 제공한다. 이은경쌤 특유의 친근한 위로와 응원가가 매일매일 그날의 사자성어에 맞게 담겨있는 것은 당연지사! 해당 일력을 보는 아이와 부모의 마음을 따듯하게 어루만진다. 이은경쌤이 이번 일력에 특히 신경 쓴 부분은, 아이들이 초등, 중등, 고등을 거치면서 자연스럽게 겪게 되는 여러 성장통과 시행착오를 이겨 나갈 수 있는 사자성어와 속담들을 선별했다는 것이다. 저자는 15년간 학교에서 아이들을 가르치고, 20년 가까이 쌓아온 교육 정보와 경험을 나누기 위해 글을 쓰고 강연을 해왔다. 현장에서 만난 수많은 아이를 보며 쑥쑥 자라는 몸만큼이나 마음이 함께 자랄 수 있도록 『이은경쌤의 사자성어 속담 일력 365』을 만들었다. 사자성어 속에서 필수적으로 알아야 하는 한자는 따로 표시해서 그 뜻을 자세히 적어 부담 없이 하루 두 개의 한자를 익힐 수 있게 했고, 매일 등장하는 사자성어와 속담 외에도 비슷한 표현, 활용 어휘 등을 재미있는 일러스트와 함께 담았다. 영어도 해야 하고, 수학도 해야 하는데 한자까지 따로 외울 시간이 없다고? 걱정하지 마시라. 매일 이 일력을 보다 보면 사자성어의 뜻을 확인하고 일상에서의 쓰임도 알게 될 테니까 말이다. 하루 10분이면 충분하다!                                 ",122865851.jpg
74,검은 사슴,한강,문학동네,2017년 12월 20일,588쪽 | 622g | 128*188*35mm,양장,소설/시/희곡,"문학동네 한국문학전집 제24권은, 세련되고 충격적인 이미지, 우아하고 힘있는 묘사, 그것들을 하나로 꿰는 견고한 서사를 바탕으로 등단 이후 줄곧 문단과 독자들에게 강렬한 독서 체험을 선사해준 작가 한강의 『검은 사슴』이다. 온 감각을 동원해 존재의 심연에 자리한 고통을 세밀하게 그려낸 『검은 사슴』(1995)은 1993년 등단 후 꼬박 3년간 집필에 몰두해 완성한 첫 장편소설로, 치밀하고 빈틈없는 서사와 깊은 울림을 주는 시적인 문장들로 출간 당시 “한 젊은 마이스터의 탄생을 예감케 한다”(문학평론가 서영채)는 찬사를 받았다. 작품의 제목이기도 한 ‘검은 사슴’은 깊은 땅속, 좁다란 바위틈에서 살아가는 환상 속 짐승이다. 아름답고 단단한 뿔과 뾰족한 이빨을 지닌 이 짐승의 소원은 평생에 단 한 번이라도 하늘을 보는 것이다. 그러나 광부에게 바깥으로 나가는 길을 알려달라 하자, 광부는 그 조건으로 검은 사슴의 뿔과 이빨을 뽑아간다. 간절하게 햇빛을 원할수록 더욱 깊은 어둠 속으로 굴러떨어지고 마는 검은 사슴의 삶. 이는 곧 소설 속 인물들의 삶과 닮아 있다. 어느 날 한낮의 도심에서 발가벗은 채 도로를 달려나가던 한 여자가 사라지고, 그녀를 알고 있는 두 남녀가 몇 가지 단서만 손에 쥔 채 그녀를 찾아나선다. 『검은 사슴』은 그 여정에서 각자가 대면하게 된 저마다의 깊은 심연을 음울히 비춘다. 다시 세상 밖으로 돌아나오지 못하더라도 심연 속으로 발을 내딛는 인물들의 여정에서 우리는 역설적으로 어둠이 아닌 빛을 따라가는 경험을 하게 될지 모른다.                                ",57665662.jpg
